3506152002,350615,Pesing
3506152003,350615,Mranggen
3506152004,350615,Purwoasri
3506152005,350615,Wonotengah
3506152006,350615,Ketawang
3506152007,350615,Belor
3506152008,350615,Blawe
3506152009,350615,Pandansari
3506152010,350615,Purwodadi
3506152011,350615,Bulu
3506152012,350615,Tugu
3506152013,350615,Sidomulyo
3506152014,350615,Klampitan
3506152015,350615,Woromarto
3506152016,350615,Muneng
3506152017,350615,Merjoyo
3506152018,350615,Mekikis
3506152019,350615,Karangpakis
3506152020,350615,Dayu
3506152021,350615,Dawuhan
3506152022,350615,Kempleng
3506152023,350615,Sumberjo
3506162001,350616,Langenharjo
3506162002,350616,Tegowangi
3506162003,350616,Puhjarak
3506162004,350616,Mejono
3506162005,350616,Payaman
3506162006,350616,Bogokidul
3506162007,350616,Kayen Lor
3506162008,350616,Wonokerto
3506162009,350616,Ngino
3506162010,350616,Sebet
3506162011,350616,Banjarejo
3506162012,350616,Sidowarek
3506162013,350616,Ringinpitu
3506162014,350616,Sukoharjo
3506162015,350616,Mojoayu
3506162016,350616,Plemahan
3506162017,350616,Mojokerep
3506171009,350617,Pare
3506172001,350617,Sidorejo
3506172002,350617,Sambirejo
3506172003,350617,Gedangsewu
3506172004,350617,Sumberbendo
3506172005,350617,Darungan
3506172006,350617,Bendo
3506172007,350617,Pelem
3506172008,350617,Tulungrejo
3506172010,350617,Tertek
3506182001,350618,Kebonrejo
3506182002,350618,Kampungbaru
3506182003,350618,Besowo
3506182004,350618,Siman
3506182005,350618,Brumbung
3506182006,350618,Kepung
3506182007,350618,Krenceng
3506182008,350618,Kencong
3506182009,350618,Keling
3506182010,350618,Damarwulan
3506192001,350619,Kemiri
3506192002,350619,Klampisan
3506192003,350619,Karangtengah
3506192004,350619,Kasreman
3506192005,350619,Jerukwangi
3506192006,350619,Jerukgulung
3506192007,350619,Jlumbang
3506192008,350619,Bukur
3506192009,350619,Kandangan
3506192010,350619,Banaran
3506192011,350619,Mlancu
3506192012,350619,Medowo
3506202001,350620,Kalirong
3506202002,350620,Kaliboto
3506202003,350620,Bulusari
3506202004,350620,Tarokan
3506202005,350620,Kedungsari
3506202006,350620,Sumberduren
3506202007,350620,Kerep
3506202008,350620,Blimbing
3506202009,350620,Jati
3506202010,350620,Cengkok
3506212001,350621,Kuwik
3506212002,350621,Balongjeruk
3506212003,350621,Kapas
3506212004,350621,Klepek
3506212005,350621,Kunjang
3506212006,350621,Kapi
3506212007,350621,Tengger Lor
3506212008,350621,Wonorejo
3506212009,350621,Dungus
3506212010,350621,Juwet
3506212011,350621,Pakis
3506212012,350621,Parelor
3506222001,350622,Banyakan
3506222002,350622,Jatirejo
3506222003,350622,Manyaran
3506222004,350622,Tiron
3506222005,350622,Parang
3506222006,350622,Sendang
3506222007,350622,Maron
3506222008,350622,Ngablak
3506222009,350622,Jabon
3506232001,350623,Ringinrejo
3506232002,350623,Batuaji
3506232003,350623,Deyeng
3506232004,350623,Dawung
3506232005,350623,Purwodadi
3506232006,350623,Sambi
3506232007,350623,Susuhbango
3506232008,350623,Selodono
3506232009,350623,Nambakan
3506232010,350623,Srikaton
3506232011,350623,Jemekan
3506242001,350624,Baye
3506242002,350624,Bangsongan
3506242003,350624,Senden
3506242004,350624,Sambirobyong
3506242005,350624,Mukuh
3506242006,350624,Sukoharjo
3506242007,350624,Jambu
3506242008,350624,Sekaran
3506242009,350624,Padangan
3506242010,350624,Nanggungan
3506242011,350624,Semambung
3506242012,350624,Kayen Kidul
3506252001,350625,Tugurejo
3506252002,350625,Sumberejo
3506252003,350625,Paron
3506252004,350625,Gogorante
3506252005,350625,Doko
3506252006,350625,Sukorejo
3506252007,350625,Ngasem
3506252008,350625,Karangrejo
3506252009,350625,Kwadungan
3506252010,350625,Nambaan
3506252011,350625,Toyoresmi
3506252012,350625,Wonocatur
3506262001,350626,Canggu
3506262002,350626,Lamong
3506262003,350626,Bringin
3506262004,350626,Sekoto
3506262005,350626,Tunglur
3506262006,350626,Krecek
3506262007,350626,Blaru
3506262008,350626,Badas
